DateOnly,Pct_Change,Ticker
2025-06-20,,QCOM
2025-06-23,1.2027438391079226,QCOM
2025-06-24,1.6782077409309926,QCOM
2025-06-25,0.14127927071398982,QCOM
2025-06-26,1.44937463719641,QCOM
2025-06-27,0.2212471327675658,QCOM
2025-06-30,0.4541448537869419,QCOM
2025-07-01,0.08790618766625347,QCOM
2025-07-02,1.8318780047323235,QCOM
2025-07-03,-0.06776774604984048,QCOM
2025-07-07,-2.5399236825408122,QCOM
2025-07-08,0.8602698727658842,QCOM
2025-07-09,-0.06270984423977222,QCOM
2025-07-10,-0.16316897123687113,QCOM
2025-07-11,-1.02457078480378,QCOM
2025-07-14,-2.013218145922513,QCOM
2025-07-15,0.0064876311235861905,QCOM
2025-07-16,-0.14905750031768417,QCOM
2025-07-17,-0.9476255237625852,QCOM
2025-07-18,1.4350320638539582,QCOM
2025-07-21,2.6937972136544808,QCOM
2025-07-22,-0.616465823749035,QCOM
2025-07-23,1.1962778175422129,QCOM
2025-07-24,-0.6504931906176625,QCOM
2025-07-25,-0.2770098536581833,QCOM
2025-07-28,1.6729856422881273,QCOM
2025-07-29,0.6395521637871937,QCOM
2025-07-30,-1.8632800088494994,QCOM
2025-07-31,-7.732933006758536,QCOM
2025-08-01,0.9743853830027849,QCOM
