DateOnly,Pct_Change,Ticker
2025-06-20,,NVDA
2025-06-23,0.22244841977929752,NVDA
2025-06-24,2.587220486170838,NVDA
2025-06-25,4.334012120781927,NVDA
2025-06-26,0.46011711820395096,NVDA
2025-06-27,1.7610602840268719,NVDA
2025-06-30,0.15214294336867162,NVDA
2025-07-01,-2.9685437548827576,NVDA
2025-07-02,2.5766450551919284,NVDA
2025-07-03,1.3290914708366408,NVDA
2025-07-07,-0.6903419543163314,NVDA
2025-07-08,1.1122310703610028,NVDA
2025-07-09,1.8000030517578036,NVDA
2025-07-10,0.7490184087241891,NVDA
2025-07-11,0.4996904539494196,NVDA
2025-07-14,-0.5153958611228138,NVDA
2025-07-15,4.040951623121414,NVDA
2025-07-16,0.3925003989006859,NVDA
2025-07-17,0.9511611888054494,NVDA
2025-07-18,-0.3410383456015187,NVDA
2025-07-21,-0.5974124223762978,NVDA
2025-07-22,-2.5382226511722283,NVDA
2025-07-23,2.2451056860480545,NVDA
2025-07-24,1.733227974601692,NVDA
2025-07-25,-0.1381406041071509,NVDA
2025-07-28,1.8731988472622474,NVDA
2025-07-29,-0.7015589777448761,NVDA
2025-07-30,2.1423337036675427,NVDA
2025-07-31,-0.7809500317440987,NVDA
2025-08-01,-2.3331613034284993,NVDA
