DateOnly,Pct_Change,Ticker
2025-06-20,,AMD
2025-06-23,1.0449128824796095,AMD
2025-06-24,6.8297505168005035,AMD
2025-06-25,3.5902632981737126,AMD
2025-06-26,0.19525717657908892,AMD
2025-06-27,0.09048224487724355,AMD
2025-06-30,-1.3281438665842193,AMD
2025-07-01,-4.080333710483874,AMD
2025-07-02,1.7706293816048158,AMD
2025-07-03,-0.440370048756078,AMD
2025-07-07,-2.255094284509862,AMD
2025-07-08,2.2403592018476193,AMD
2025-07-09,0.42809193624744335,AMD
2025-07-10,4.154323999612819,AMD
2025-07-11,1.567698702431386,AMD
2025-07-14,-0.12292902474535516,AMD
2025-07-15,6.407272131582009,AMD
2025-07-16,2.8725668036568175,AMD
2025-07-17,0.20614806801599883,AMD
2025-07-18,-2.1320354659110086,AMD
2025-07-21,0.006366333197171947,AMD
2025-07-22,-1.4522285218451447,AMD
2025-07-23,2.5400676349370155,AMD
2025-07-24,2.1872053918686074,AMD
2025-07-25,2.6832014770116652,AMD
2025-07-28,4.319097968812935,AMD
2025-07-29,2.176666301730368,AMD
2025-07-30,1.1665870361522446,AMD
2025-07-31,-1.7826288486239794,AMD
2025-08-01,-2.614713104297728,AMD
