DateOnly,Pct_Change,Ticker
2025-06-20,,MRVL
2025-06-23,-3.713781608027733,MRVL
2025-06-24,6.258829854899117,MRVL
2025-06-25,0.957323056911874,MRVL
2025-06-26,5.320692342246813,MRVL
2025-06-27,-3.513816860183394,MRVL
2025-06-30,0.3110365271734139,MRVL
2025-07-01,-1.498706429869756,MRVL
2025-07-02,-2.6101789568017453,MRVL
2025-07-03,1.2525225891534264,MRVL
2025-07-07,-4.828399705746522,MRVL
2025-07-08,0.5590397642311062,MRVL
2025-07-09,0.4308644552424745,MRVL
2025-07-10,1.5222776056723841,MRVL
2025-07-11,-0.8049167022115222,MRVL
2025-07-14,-0.27506113431501333,MRVL
2025-07-15,-0.13790990370297074,MRVL
2025-07-16,-2.1544056195160755,MRVL
2025-07-17,1.637267024830047,MRVL
2025-07-18,3.666156521775976,MRVL
2025-07-21,-2.1299449896648004,MRVL
2025-07-22,-1.4645493164246015,MRVL
2025-07-23,1.7780230827608712,MRVL
2025-07-24,1.0509134812875631,MRVL
2025-07-25,0.2296031426840095,MRVL
2025-07-28,2.290802585378837,MRVL
2025-07-29,0.566450606029778,MRVL
2025-07-30,7.073620362749056,MRVL
2025-07-31,-1.676040069722995,MRVL
2025-08-01,-7.365939524733445,MRVL
