DateOnly,Pct_Change,Ticker
2025-06-20,,CRM
2025-06-23,1.0666457150805941,CRM
2025-06-24,2.9459814197410727,CRM
2025-06-25,-1.257515024985656,CRM
2025-06-26,1.1129296235679265,CRM
2025-06-27,0.989888191633348,CRM
2025-06-30,-0.2669925208386603,CRM
2025-07-01,-0.2860386417959937,CRM
2025-07-02,-0.9929800929231125,CRM
2025-07-03,1.0920851880405813,CRM
2025-07-07,-0.8634966585409853,CRM
2025-07-08,1.4269852771342295,CRM
2025-07-09,-0.9976175880284099,CRM
2025-07-10,-2.5653373182358497,CRM
2025-07-11,-2.2351001512294744,CRM
2025-07-14,0.6238560490835487,CRM
2025-07-15,-0.8086899887345345,CRM
2025-07-16,0.1436546525565685,CRM
2025-07-17,0.7482041420615371,CRM
2025-07-18,0.961982435365627,CRM
2025-07-21,-0.038114986528903216,CRM
2025-07-22,0.49946529079256674,CRM
2025-07-23,1.377140609751848,CRM
2025-07-24,0.17963138392911304,CRM
2025-07-25,0.5266989466705008,CRM
2025-07-28,0.4236240609757358,CRM
2025-07-29,-1.058273950624422,CRM
2025-07-30,-0.9648890940209376,CRM
2025-07-31,-2.447041669903083,CRM
2025-08-01,-2.938095255534079,CRM
