DateOnly,Pct_Change,Ticker
2025-06-20,,MU
2025-06-23,-1.2297667804491819,MU
2025-06-24,4.7755558020177835,MU
2025-06-25,-0.5159927482681126,MU
2025-06-26,-0.9823127297011514,MU
2025-06-27,-0.9841303473757002,MU
2025-06-30,-1.2103262714185714,MU
2025-07-01,-1.914807162978227,MU
2025-07-02,0.7031221524317122,MU
2025-07-03,0.4517836868088043,MU
2025-07-07,-1.8457170669004985,MU
2025-07-08,3.7525017250753523,MU
2025-07-09,-1.7521301537198553,MU
2025-07-10,0.7117169190002715,MU
2025-07-11,1.1534385199458042,MU
2025-07-14,-4.753873144604503,MU
2025-07-15,1.2646488426618196,MU
2025-07-16,-3.063858368558381,MU
2025-07-17,-2.722664399756425,MU
2025-07-18,0.9977019531209219,MU
2025-07-21,-1.0140711940766156,MU
2025-07-22,-3.5414660578873103,MU
2025-07-23,0.5585063207597996,MU
2025-07-24,1.7299476410840509,MU
2025-07-25,-0.4206580207481547,MU
2025-07-28,-0.008989876000742303,MU
2025-07-29,0.6382014242450884,MU
2025-07-30,2.483028583449154,MU
2025-07-31,-4.8805983775334845,MU
2025-08-01,-3.90324551956569,MU
