DateOnly,Pct_Change,Ticker
2025-06-20,,ACN
2025-06-23,3.374568121241306,ACN
2025-06-24,1.9389834646451165,ACN
2025-06-25,-2.035114090298218,ACN
2025-06-26,0.5023694630304831,ACN
2025-06-27,-0.20940122443439124,ACN
2025-06-30,1.1609095283822368,ACN
2025-07-01,1.2479441553567172,ACN
2025-07-02,-0.10904321511796544,ACN
2025-07-03,0.8237090753877796,ACN
2025-07-07,-1.3911642008520797,ACN
2025-07-08,0.9283216703331876,ACN
2025-07-09,-1.954964210031529,ACN
2025-07-10,-3.0396801380125127,ACN
2025-07-11,-2.531553670343256,ACN
2025-07-14,-0.3807042387793613,ACN
2025-07-15,-1.4000439468835668,ACN
2025-07-16,1.3040192733750233,ACN
2025-07-17,1.0834192562013234,ACN
2025-07-18,-0.09197373696417932,ACN
2025-07-21,0.003544032551516807,ACN
2025-07-22,1.5967353702010634,ACN
2025-07-23,-0.32059622858620074,ACN
2025-07-24,-1.51378022671389,ACN
2025-07-25,0.511164845083556,ACN
2025-07-28,-2.1578617281539536,ACN
2025-07-29,0.6713778855738539,ACN
2025-07-30,-1.7568999654776096,ACN
2025-07-31,-2.518245947622033,ACN
2025-08-01,-4.39161764069077,ACN
