DateOnly,Pct_Change,Ticker
2025-06-20,,ADBE
2025-06-23,0.8489816341542333,ADBE
2025-06-24,0.5840264256603334,ADBE
2025-06-25,1.3626592836167184,ADBE
2025-06-26,-0.6708748981631762,ADBE
2025-06-27,0.22859445053378113,ADBE
2025-06-30,0.272145335274554,ADBE
2025-07-01,1.349255881622602,ADBE
2025-07-02,-3.4761552335232926,ADBE
2025-07-03,0.22194528897436783,ADBE
2025-07-07,-0.6274564071949706,ADBE
2025-07-08,1.4087490148763981,ADBE
2025-07-09,-2.3179116727503835,ADBE
2025-07-10,-0.5222594090552035,ADBE
2025-07-11,-2.175372676303655,ADBE
2025-07-14,1.001784524484739,ADBE
2025-07-15,-0.7656877935006245,ADBE
2025-07-16,-0.6617616866874232,ADBE
2025-07-17,1.2936460556385532,ADBE
2025-07-18,-0.1801074198727215,ADBE
2025-07-21,0.5166855536534509,ADBE
2025-07-22,1.4115542169254702,ADBE
2025-07-23,-0.10995887775322455,ADBE
2025-07-24,-0.20673066405435536,ADBE
2025-07-25,-0.2555926177166934,ADBE
2025-07-28,-0.3425551726613074,ADBE
2025-07-29,0.3329122749517577,ADBE
2025-07-30,-1.8073946550855147,ADBE
2025-07-31,-1.733515812800479,ADBE
2025-08-01,-2.7649681514533286,ADBE
