Author,Text,Pro,Neutral,Cons
Crease,"14th & 15th July, Certiorari—“Chinese Regulation Act, 1884,” s. 5—Constitutionality—B.N.A. Act, 1867, ss.",0.10092682391405106,0.11618247628211975,0.7828907370567322
Crease,"91, 92—“Aliens”—“Trade and Commerce”—Taxation. 
",0.2525497078895569,0.4213751256465912,0.3260751962661743
Crease,On the return to a writ of certiorari.,0.44046035408973694,0.27133968472480774,0.2881999909877777
Crease,"Held, that the “Chinese Regulation Act, 1884,” is ultra vires of the Provincial Legislature, on the following grounds: 
1.",0.09323062002658844,0.14508002996444702,0.761689305305481
Crease,"It is an interference with the rights of Aliens. 
",0.22057491540908813,0.4328129291534424,0.3466121256351471
Crease,"It is an interference with Trade and Commerce. 
",0.20582319796085358,0.5360115766525269,0.258165180683136
Crease,"It is an infraction of the existing treaties between the Imperial Government and China. 
",0.22204796969890594,0.3960144817829132,0.38193753361701965
Crease,"It imposes unequal taxation. 

",0.1880568265914917,0.45731356739997864,0.35462960600852966
Crease,"14th & 15th July—On the return of a writ of certiorari directed to Edwin Johnson, Esquire, Police Magistrate for the City of Victoria, to return into this Court a certain conviction made by him under which one Wing Chong was fined $20 for not having in his possession a license issued under the “Chinese Regulation Act, 1884.”

",0.13066734373569489,0.1252686232328415,0.7440640330314636
Crease,The Attorney-General in support of the conviction said there were five points raised on the rule for the certiorari against the validity of the $10 tax.—1st.,0.22732889652252197,0.3608177602291107,0.4118533432483673
Crease,"That it interfered with the Dominion powers under the B. N. A. Act, aliens, and naturalization; 2nd.",0.2134583592414856,0.43716704845428467,0.34937459230422974
Crease,"That the tax was unequal, and 5th.",0.19992883503437042,0.20845076441764832,0.5916204452514648
Crease,As to the first point aliens were as much subject to taxation as citizens.,0.3694908618927002,0.44180354475975037,0.18870560824871063
Crease,"Protection and taxation were reciprocal (Cooley on Taxation, p. 14).",0.34568625688552856,0.43718868494033813,0.2171250283718109
Crease,The law did not deal with the conditions under which aliens might acquire rights or become subjects of Her Majesty.,0.26091447472572327,0.4855217933654785,0.25356370210647583
Crease,Secondly—Trade and commerce were not interfered with.,0.4391936957836151,0.36557817459106445,0.19522809982299805
Crease,"The object of the Act was two-fold, the police and sanitary regulation of a numerous foreign element, and the raising of revenue necessary to meet that regulation (Hodge v. The Queen, L. R. 9, App.",0.21222200989723206,0.3273542821407318,0.46042367815971375
Crease,"If incidentally trade and commerce were touched, the provincial power of direct taxation was not impaired (Citizens Insurance Co. v. Parsons, L. R. 7 App.",0.2403080016374588,0.4784657955169678,0.2812262177467346
Crease,"The preamble and scope of the Act showed its objects were purely matters of the police and raising of revenue to meet the necessary expenditure, and within “Direct Taxation.”",0.15313220024108887,0.6086304783821106,0.23823733627796173
Crease,Thirdly—The treaty obligations of England did not affect the question.,0.30866768956184387,0.40059223771095276,0.29074010252952576
Crease,"The last communication from the Secretary of State for the Colonies to the Governor-General, dated 16th May, 1884, stated, in effect, that the Colonies with responsible government could pass restrictive laws irrespective of treaties (B. C. Sessional Papers, 1885, p. 464), and instanced the legislation of the Australian Colonies and of the Dominion.",0.19434703886508942,0.2190357893705368,0.5866171717643738
Crease,"Fourthly—As to unequal taxation, the power of the Province within its jurisdiction was supreme and as plenary as that of the Imperial Parliament (R. v. Burah, L.R. 3 App.",0.27060896158218384,0.37681612372398376,0.3525749146938324
Crease,"Cas. 904; R. v. Hodge, L. R. 9, App.",0.3566861152648926,0.2484130561351776,0.3949008285999298
Crease,"Cas. 117; and Powell v. Apollo Candle Co., L.R. 10 App.",0.3438008725643158,0.2323036789894104,0.4238954484462738
Crease,"Cas., p. 290; and *In re Goodhue*, 19 Gr. 366); *Cooley* on Taxation, pp. 3, 82, 126-128, and *Cooley's Constitutional Limitations* (5th Ed.)",0.3422088623046875,0.2680802047252655,0.3897108733654022
