Author,Text,Pro,Neutral,Cons
Crease,"CREASE, J. 1885. REGINA v. WING CHONG. 14th & 15th July, Certiorari—“Chinese Regulation Act, 1884,” s. 5—Constitutionality—B.N.A. Act, 1867, ss. 91, 92—“Aliens”—“Trade and Commerce”—Taxation. On the return to a writ of certiorari. Held, that the “Chinese Regulation Act, 1884,” is ultra vires of the Provincial Legislature, on the following grounds: 
1. It is an interference with the rights of Aliens. 2. It is an interference with Trade and Commerce. 3. It is an infraction of the existing treaties between the Imperial Government and China. 4. It imposes unequal taxation.",0.2839462161064148,0.3329692780971527,0.3830844759941101
Crease,"1884, [UNK] is ultra vires of the provincial legislature, on the following grounds : 1. it is an interference with the rights of aliens. 2. it is an interference with trade and commerce. 3. it is an infraction of the existing treaties between the imperial government and china. 4. it imposes unequal taxation. 14th & 15th July—On the return of a writ of certiorari directed to Edwin Johnson, Esquire, Police Magistrate for the City of Victoria, to return into this Court a certain conviction made by him under which one Wing Chong was fined $20 for not having in his possession a license issued under the “Chinese Regulation Act, 1884.”

The Attorney-General in support of the conviction said there were five points raised on the rule for the certiorari against the validity of the $10 tax.—1st. That it interfered with the Dominion powers under the B. N. A. Act, aliens, and naturalization; 2nd. Trade and commerce; 3rd. Treaty obligations; 4th. That the tax was unequal, and 5th. It was indirect taxation. As to the first point aliens were as much subject to taxation as citizens.",0.16553831100463867,0.39714497327804565,0.4373166859149933
Crease,"##n powers under the b. n. a. act, aliens, and naturalization ; 2nd. trade and commerce ; 3rd. treaty obligations ; 4th. that the tax was unequal, and 5th. it was indirect taxation. as to the first point aliens were as much subject to taxation as citizens. Protection and taxation were reciprocal (Cooley on Taxation, p. 14). The law did not deal with the conditions under which aliens might acquire rights or become subjects of Her Majesty. Secondly—Trade and commerce were not interfered with. The object of the Act was two-fold, the police and sanitary regulation of a numerous foreign element, and the raising of revenue necessary to meet that regulation (Hodge v. The Queen, L. R. 9, App. Cas. 117). If incidentally trade and commerce were touched, the provincial power of direct taxation was not impaired (Citizens Insurance Co. v. Parsons, L. R. 7 App. Cas. 108). The preamble and scope of the Act showed its objects were purely matters of the police and raising of revenue to meet the necessary expenditure, and within “Direct Taxation.” Thirdly—The treaty obligations of England did not affect the question.",0.3020363450050354,0.44201621413230896,0.25594741106033325
Crease,"v. parsons, l. r. 7 app. cas. 108 ). the preamble and scope of the act showed its objects were purely matters of the police and raising of revenue to meet the necessary expenditure, and within [UNK] direct taxation. [UNK] thirdly [UNK] the treaty obligations of england did not affect the question. The last communication from the Secretary of State for the Colonies to the Governor-General, dated 16th May, 1884, stated, in effect, that the Colonies with responsible government could pass restrictive laws irrespective of treaties (B. C. Sessional Papers, 1885, p. 464), and instanced the legislation of the Australian Colonies and of the Dominion. Fourthly—As to unequal taxation, the power of the Province within its jurisdiction was supreme and as plenary as that of the Imperial Parliament (R. v. Burah, L.R. 3 App. Cas. 904; R. v. Hodge, L. R. 9, App. Cas. 117; and Powell v. Apollo Candle Co., L.R. 10 App. Cas., p. 290; and *In re Goodhue*, 19 Gr. 366); *Cooley* on Taxation, pp.",0.30955326557159424,0.4329099655151367,0.25753676891326904
Crease,". hodge, l. r. 9, app. cas. 117 ; and powell v. apollo candle co., l. r. 10 app. cas., p. 290 ; and * in re goodhue *, 19 gr. 366 ) ; * cooley * on taxation, pp. 3, 82, 126-128, and *Cooley's Constitutional Limitations* (5th Ed.) 626-7; *Sedgwick* on Stat. (2nd Ed. ), p. 501; *Potter's Dwarris* 418, 421, 425; *Dow v. Black*, L. R. 6 P. C. 272, were cited as showing the power of taxation, unless abridged by the written constitution, might be exercised so as to discriminate. The Supreme Court of Canada, in the case of *Jonas v. Gilbert*, 5 S. C. R., 356, had practically decided the same point. Fifthly—Whether called a licence or not, the imposition was a direct poll tax, and as such came within the power of the Province to raise money by direct taxation for Provincial purposes.",0.17757563292980194,0.44186869263648987,0.3805555999279022
Crease,"of * jonas v. gilbert *, 5 s. c. r., 356, had practically decided the same point. fifthly [UNK] whether called a licence or not, the imposition was a direct poll tax, and as such came within the power of the province to raise money by direct taxation for provincial purposes. *Cooley* on Taxation, 386; *Wharton's Law Lexicon*; *Reed v. Mousseau*, 8 S. C. R., 408. It was not a license to carry on business, or a method whereby indirectly money was raised from the consumer, as, for instance, customs or stamp laws. *Richards*, Q. C., for Wing Chong—The object of the Act was not for police purposes or to raise revenue. Its object, though not apparent on the face of the Act, was to prevent Chinese coming into the Province and drive out those who had already come.",0.054752614349126816,0.21008941531181335,0.7351579666137695
Crease,"customs or stamp laws. * richards *, q. c., for wing chong [UNK] the object of the act was not for police purposes or to raise revenue. its object, though not apparent on the face of the act, was to prevent chinese coming into the province and drive out those who had already come. He reviewed the legislation against Chinese since confederation, contending it was levelled against a particular race of aliens and, therefore, beyond provincial control, per *Gwynne*, J., in *Citizens Insurance Co. v. Parsons*, 4 S. C. R., at p. 346. The law was a direct interference with trade and commerce (*R. v. Severn*, 2 Can. S. C. R., 70). If its object were successful and Chinese driven from the country, the customs dues received from the Chinese would be lost and the benefits of trade relations enjoyed by the merchants would be destroyed. Counsel cited statistics from the Chinese Commission showing the extreme importance, from a fiscal and commercial point of view, of the large number of Chinese in the Province. The Dominion under the B. N. A.",0.042604584246873856,0.17239908874034882,0.7849962711334229
Crease,"from the chinese would be lost and the benefits of trade relations enjoyed by the merchants would be destroyed. counsel cited statistics from the chinese commission showing the extreme importance, from a fiscal and commercial point of view, of the large number of chinese in the province. the dominion under the b. n. a. Act had alone the right of performing in Canada the obligations of Canada as part of the British Empire in respect of treaties, and although Canada might pass laws prohibiting immigration, or having that tendency, the Province could not do so, nor could it pass laws in derogation of treaties. He cited the British treaty (25th August, 1842, from *Hertslet*, Vol. 6, and Lord *Elgin's* treaty, 1860), comparing it with the *Burlingame* treaty of the United States, and quoted California decisions (*Lin Sing v. Washburn*, 20 Cal. 334), and the decision of *Gray*, J., in *Tai Sing v. Maguire*, deciding that similar legislation was held void as contravening the treaty and the sovereign power to regulate trade and commerce with foreign countries.",0.1605595201253891,0.23295430839061737,0.6064862012863159
Crease,"lin sing v. washburn *, 20 cal. 334 ), and the decision of * gray *, j., in * tai sing v. maguire *, deciding that similar legislation was held void as contravening the treaty and the sovereign power to regulate trade and commerce with foreign countries. *Drake*, Q. C., on the same side, argued that the imposition of the $10 tax was invalid because of inequality. Inherent in and incidental to the taxing power was the characteristic of equality. *Cooley* stated that irrespective of constitutional limitation a particular class of citizens could not be burdened for the advantage of others—*Cooley's Constitutional Limitations*, p. 635. This was a principle underlying the power to tax and governing that right even though the CREASE, J. 1885. REGINA v. WING CHONG. written constitution made no mention of it—Cooley on Taxation, p. 18, and City of Lexington v. McQuillan, 35 Am. Dec. 159. The imposition was in derogation of treaty rights with which Canada alone had the power to deal. The Australian legislation did not help the contention of the Attorney-General.",0.6454741358757019,0.16923508048057556,0.1852908432483673
Crease,"it [UNK] cooley on taxation, p. 18, and city of lexington v. mcquillan, 35 am. dec. 159. the imposition was in derogation of treaty rights with which canada alone had the power to deal. the australian legislation did not help the contention of the attorney - general. The Australian Colonies were autonomous, and occupied the same position as that of Canada. The Provinces were not autonomous. He did not contend that the whole of the Act was invalid. Much of it was within the scope of the Province, notably the provisions affecting the size of dwellings, the forbidding the use of opium, and the desecration of grave-yards. He insisted that imposing excessive taxation on one class of citizens was unconstitutional. The remarks of Chief Justice Ritchie, in the case of Jonas v. Gilbert before the Supreme Court of Canada, were obiter dicta, as the decision was upon another point, and intimated, but did not decide the right of the Provinces to discriminate, nor in what things and to what extent discrimination in taxation was legitimate. Lastly, the Act was for indirect taxation, which was a power given only to the Dominion Parliament.",0.28284958004951477,0.30213987827301025,0.4150104522705078
