DateOnly,Pct_Change,Ticker
2025-06-20,,AVGO
2025-06-23,1.5120599608932084,AVGO
2025-06-24,3.9405700330423787,AVGO
2025-06-25,0.3336258556567273,AVGO
2025-06-26,2.0857810914626684,AVGO
2025-06-27,-0.3035152990574552,AVGO
2025-06-30,2.3389595879747427,AVGO
2025-07-01,-3.957919065366078,AVGO
2025-07-02,1.9490835734870426,AVGO
2025-07-03,1.9562796957016237,AVGO
2025-07-07,-0.3633985124704253,AVGO
2025-07-08,-0.8680446955977805,AVGO
2025-07-09,2.2442996237961754,AVGO
2025-07-10,-0.8996041939213661,AVGO
2025-07-11,-0.3703663893526721,AVGO
2025-07-14,0.4446392590539583,AVGO
2025-07-15,1.9375893394882215,AVGO
2025-07-16,-0.04627496322443525,AVGO
2025-07-17,2.008480715598693,AVGO
2025-07-18,-1.0857098050646496,AVGO
2025-07-21,1.718781386366608,AVGO
2025-07-22,-3.3378423380186373,AVGO
2025-07-23,1.8306494025471132,AVGO
2025-07-24,1.7695332829745114,AVGO
2025-07-25,0.509161880160236,AVGO
2025-07-28,1.4198067479417098,AVGO
2025-07-29,1.0601514659118738,AVGO
2025-07-30,1.7483630739989264,AVGO
2025-07-31,-2.947585438530609,AVGO
2025-08-01,-1.7228455390825514,AVGO
